Fecha Tiempo Temperatura Distancia Paso_Madera
2025/1/15 13:13:28 19.79 332.00 0
2025/1/15 13:13:29 19.87 332.00 0
2025/1/15 13:13:29 19.81 332.00 0
2025/1/15 13:13:29 19.77 332.00 0
2025/1/15 13:13:29 19.89 332.00 0
2025/1/15 13:13:30 19.77 332.00 0
2025/1/15 13:13:30 19.81 332.00 0
2025/1/15 13:13:30 19.91 332.00 0
2025/1/15 13:13:30 19.81 332.00 0
2025/1/15 13:13:30 19.87 332.00 0
2025/1/15 13:13:31 19.77 332.00 0
2025/1/15 13:13:31 19.89 333.00 0
2025/1/15 13:13:31 19.81 333.00 0
2025/1/15 13:13:31 19.85 332.00 0
2025/1/15 13:13:32 19.81 333.00 0
2025/1/15 13:13:32 19.69 333.00 0
2025/1/15 13:13:32 19.87 333.00 0
2025/1/15 13:13:32 19.83 333.00 0
2025/1/15 13:13:33 19.89 333.00 0
2025/1/15 13:13:33 19.91 333.00 0
2025/1/15 13:13:33 19.75 333.00 0
2025/1/15 13:13:33 19.89 332.00 0
2025/1/15 13:13:34 19.79 332.00 0
2025/1/15 13:13:34 19.79 332.00 0
2025/1/15 13:13:34 19.87 332.00 0
2025/1/15 13:13:34 19.83 332.00 0
2025/1/15 13:13:34 19.83 332.00 0
2025/1/15 13:13:35 19.83 332.00 0
2025/1/15 13:13:35 19.81 333.00 0
2025/1/15 13:13:35 19.89 332.00 0
2025/1/15 13:13:35 19.85 332.00 0
2025/1/15 13:13:36 19.89 332.00 0
2025/1/15 13:13:36 19.89 332.00 0
2025/1/15 13:13:36 19.81 332.00 0
2025/1/15 13:13:36 19.85 332.00 0
2025/1/15 13:13:37 19.85 332.00 0
2025/1/15 13:13:37 19.83 332.00 0
2025/1/15 13:13:37 19.77 332.00 0
2025/1/15 13:13:37 19.81 332.00 0
2025/1/15 13:13:38 19.87 332.00 0
2025/1/15 13:13:38 19.83 332.00 0
2025/1/15 13:13:38 19.89 332.00 0
2025/1/15 13:13:38 19.81 332.00 0
2025/1/15 13:13:38 19.89 332.00 0
2025/1/15 13:13:39 19.87 332.00 0
2025/1/15 13:13:39 19.81 332.00 0
2025/1/15 13:13:39 19.81 332.00 0
2025/1/15 13:13:39 19.79 332.00 0
2025/1/15 13:13:40 19.81 332.00 0
2025/1/15 13:13:40 19.87 332.00 0
2025/1/15 13:13:40 19.83 332.00 0
2025/1/15 13:13:40 19.87 332.00 0
2025/1/15 13:13:41 19.91 332.00 0
2025/1/15 13:13:41 19.97 332.00 0
2025/1/15 13:13:41 19.83 332.00 0
2025/1/15 13:13:41 19.93 332.00 0
2025/1/15 13:13:42 19.83 332.00 0
2025/1/15 13:13:42 19.95 332.00 0
2025/1/15 13:13:42 19.83 332.00 0
2025/1/15 13:13:42 19.81 332.00 0
2025/1/15 13:13:42 19.85 332.00 0
2025/1/15 13:13:43 19.89 332.00 0
2025/1/15 13:13:43 19.83 332.00 0
2025/1/15 13:13:43 19.89 332.00 0
2025/1/15 13:13:43 19.73 332.00 0
2025/1/15 13:13:44 19.79 332.00 0
2025/1/15 13:13:44 19.83 332.00 0
2025/1/15 13:13:44 19.79 332.00 0
2025/1/15 13:13:44 19.89 332.00 0
2025/1/15 13:13:45 19.89 332.00 0
2025/1/15 13:13:45 19.95 332.00 0
2025/1/15 13:13:45 19.91 332.00 0
2025/1/15 13:13:45 19.83 332.00 0
2025/1/15 13:13:46 19.83 332.00 0
2025/1/15 13:13:46 19.95 333.00 0
2025/1/15 13:13:46 19.95 333.00 0
2025/1/15 13:13:46 19.91 333.00 0
2025/1/15 13:13:46 19.91 333.00 0
2025/1/15 13:13:47 19.95 333.00 0
2025/1/15 13:13:47 19.93 333.00 0
2025/1/15 13:13:47 19.81 332.00 0
2025/1/15 13:13:47 19.91 332.00 0
2025/1/15 13:13:48 19.95 332.00 0
2025/1/15 13:13:48 19.85 333.00 0
2025/1/15 13:13:48 19.95 332.00 0
2025/1/15 13:13:48 19.85 332.00 0
2025/1/15 13:13:49 19.87 332.00 0
2025/1/15 13:13:49 19.77 332.00 0
2025/1/15 13:13:49 19.79 333.00 0
2025/1/15 13:13:49 19.87 332.00 0
2025/1/15 13:13:50 19.91 332.00 0
2025/1/15 13:13:50 19.83 332.00 0
2025/1/15 13:13:50 19.89 332.00 0
2025/1/15 13:13:50 19.89 332.00 0
2025/1/15 13:13:50 19.85 332.00 0
2025/1/15 13:13:51 19.87 332.00 0
2025/1/15 13:13:51 19.77 333.00 0
2025/1/15 13:13:51 19.79 333.00 0
2025/1/15 13:13:51 19.77 333.00 0
2025/1/15 13:13:52 19.87 332.00 0
2025/1/15 13:13:52 19.87 333.00 0
2025/1/15 13:13:52 19.91 333.00 0
2025/1/15 13:13:52 19.83 333.00 0
2025/1/15 13:13:53 19.85 332.00 0
2025/1/15 13:13:53 19.93 332.00 0
2025/1/15 13:13:53 19.87 333.00 0
2025/1/15 13:13:53 19.81 333.00 0
2025/1/15 13:13:54 19.97 333.00 0
2025/1/15 13:13:54 19.83 332.00 0
2025/1/15 13:13:54 19.89 333.00 0
2025/1/15 13:13:54 19.89 333.00 0
2025/1/15 13:13:55 19.91 333.00 0
2025/1/15 13:13:55 19.81 333.00 0
2025/1/15 13:13:55 19.99 332.00 0
2025/1/15 13:13:55 19.91 332.00 0
2025/1/15 13:13:55 19.91 332.00 0
2025/1/15 13:13:56 19.83 332.00 0
2025/1/15 13:13:56 19.89 333.00 0
2025/1/15 13:13:56 19.91 333.00 0
2025/1/15 13:13:56 19.91 333.00 0
2025/1/15 13:13:57 19.99 333.00 0
2025/1/15 13:13:57 19.81 332.00 0
2025/1/15 13:13:57 19.81 332.00 0
2025/1/15 13:13:57 19.85 332.00 0
2025/1/15 13:13:58 19.89 332.00 0
2025/1/15 13:13:58 19.87 332.00 0
2025/1/15 13:13:58 19.91 332.00 0
2025/1/15 13:13:58 19.89 332.00 0
2025/1/15 13:13:59 19.93 332.00 0
2025/1/15 13:13:59 19.83 332.00 0
2025/1/15 13:13:59 19.91 332.00 0
2025/1/15 13:13:59 19.83 332.00 0
2025/1/15 13:13:59 19.79 332.00 0
2025/1/15 13:14:0 19.89 332.00 0
2025/1/15 13:14:0 19.95 333.00 0
2025/1/15 13:14:0 19.91 333.00 0
2025/1/15 13:14:0 19.95 332.00 0
2025/1/15 13:14:1 19.89 332.00 0
2025/1/15 13:14:1 19.87 332.00 0
2025/1/15 13:14:1 19.83 332.00 0
2025/1/15 13:14:1 19.83 332.00 0
2025/1/15 13:14:2 19.91 332.00 0
2025/1/15 13:14:2 19.87 332.00 0
2025/1/15 13:14:2 19.93 332.00 0
2025/1/15 13:14:2 19.95 332.00 0
2025/1/15 13:14:3 19.91 332.00 0
2025/1/15 13:14:3 19.95 332.00 0
2025/1/15 13:14:3 19.95 332.00 0
2025/1/15 13:14:3 19.89 332.00 0
2025/1/15 13:14:3 19.97 332.00 0
2025/1/15 13:14:4 19.93 332.00 0
2025/1/15 13:14:4 19.97 332.00 0
2025/1/15 13:14:4 19.95 332.00 0
2025/1/15 13:14:4 19.97 332.00 0
2025/1/15 13:14:5 19.97 332.00 0
2025/1/15 13:14:5 19.99 332.00 0
2025/1/15 13:14:5 19.95 332.00 0
2025/1/15 13:14:5 19.91 332.00 0
2025/1/15 13:14:6 19.91 332.00 0
2025/1/15 13:14:6 19.89 332.00 0
2025/1/15 13:14:6 19.95 332.00 0
2025/1/15 13:14:6 19.91 332.00 0
2025/1/15 13:14:7 20.03 332.00 0
2025/1/15 13:14:7 19.91 332.00 0
2025/1/15 13:14:7 20.01 332.00 0
2025/1/15 13:14:7 19.89 332.00 0
2025/1/15 13:14:7 20.01 332.00 0
2025/1/15 13:14:8 19.93 332.00 0
2025/1/15 13:14:8 19.95 332.00 0
2025/1/15 13:14:8 19.97 332.00 0
2025/1/15 13:14:8 19.91 332.00 0
2025/1/15 13:14:9 19.99 332.00 0
2025/1/15 13:14:9 20.01 332.00 0
2025/1/15 13:14:9 19.91 332.00 0
2025/1/15 13:14:9 19.91 332.00 0
2025/1/15 13:14:10 19.97 332.00 0
2025/1/15 13:14:10 19.97 332.00 0
2025/1/15 13:14:10 19.95 332.00 0
2025/1/15 13:14:10 19.99 332.00 0
2025/1/15 13:14:11 19.99 332.00 0
2025/1/15 13:14:11 19.99 332.00 0
2025/1/15 13:14:11 19.89 332.00 0
2025/1/15 13:14:11 20.01 332.00 0
2025/1/15 13:14:11 19.95 332.00 0
2025/1/15 13:14:12 19.95 332.00 0
2025/1/15 13:14:12 19.89 332.00 0
2025/1/15 13:14:12 19.87 332.00 0
2025/1/15 13:14:12 19.97 333.00 0
2025/1/15 13:14:13 19.85 333.00 0
2025/1/15 13:14:13 19.95 333.00 0
2025/1/15 13:14:13 19.93 333.00 0
2025/1/15 13:14:13 19.93 332.00 0
2025/1/15 13:14:14 19.99 333.00 0
2025/1/15 13:14:14 20.01 332.00 0
2025/1/15 13:14:14 19.93 332.00 0
2025/1/15 13:14:14 20.01 332.00 0
2025/1/15 13:14:15 19.89 332.00 0
2025/1/15 13:14:15 20.01 332.00 0
2025/1/15 13:14:15 19.99 332.00 0
2025/1/15 13:14:15 19.97 332.00 0
2025/1/15 13:14:15 19.93 332.00 0
2025/1/15 13:14:16 19.97 331.00 0
2025/1/15 13:14:16 19.91 332.00 0
2025/1/15 13:14:16 20.03 332.00 0
2025/1/15 13:14:16 19.93 332.00 0
2025/1/15 13:14:17 20.01 332.00 0
2025/1/15 13:14:17 19.95 332.00 0
2025/1/15 13:14:17 19.93 332.00 0
2025/1/15 13:14:17 20.01 332.00 0
2025/1/15 13:14:18 20.01 332.00 0
2025/1/15 13:14:18 19.97 332.00 0
2025/1/15 13:14:18 19.97 332.00 0
2025/1/15 13:14:18 20.03 332.00 0
2025/1/15 13:14:19 19.97 332.00 0
2025/1/15 13:14:19 19.91 332.00 0
2025/1/15 13:14:19 19.87 333.00 0
2025/1/15 13:14:19 20.05 332.00 0
2025/1/15 13:14:19 19.95 333.00 0
2025/1/15 13:14:20 20.03 333.00 0
2025/1/15 13:14:20 20.01 333.00 0
2025/1/15 13:14:20 19.99 333.00 0
2025/1/15 13:14:20 20.01 333.00 0
2025/1/15 13:14:21 19.99 333.00 0
2025/1/15 13:14:21 19.99 332.00 0
2025/1/15 13:14:21 19.93 333.00 0
2025/1/15 13:14:21 19.91 332.00 0
2025/1/15 13:14:22 19.97 332.00 0
2025/1/15 13:14:22 19.87 332.00 0
2025/1/15 13:14:22 19.97 332.00 0
2025/1/15 13:14:22 20.05 332.00 0
2025/1/15 13:14:23 19.97 332.00 0
2025/1/15 13:14:23 19.99 332.00 0
2025/1/15 13:14:23 19.99 332.00 0
2025/1/15 13:14:23 19.93 332.00 0
2025/1/15 13:14:24 20.03 332.00 0
2025/1/15 13:14:24 19.99 332.00 0
2025/1/15 13:14:24 19.93 333.00 0
2025/1/15 13:14:24 19.97 333.00 0
2025/1/15 13:14:24 19.97 333.00 0
2025/1/15 13:14:25 19.99 332.00 0
2025/1/15 13:14:25 19.95 332.00 0
2025/1/15 13:14:25 19.97 333.00 0
2025/1/15 13:14:25 20.11 332.00 0
2025/1/15 13:14:26 20.03 332.00 0
2025/1/15 13:14:26 20.03 332.00 0
2025/1/15 13:14:26 19.93 332.00 0
2025/1/15 13:14:26 19.93 332.00 0
2025/1/15 13:14:27 19.99 332.00 0
2025/1/15 13:14:27 19.99 332.00 0
2025/1/15 13:14:27 19.99 332.00 0
2025/1/15 13:14:27 19.95 332.00 0
2025/1/15 13:14:28 20.03 332.00 0
2025/1/15 13:14:28 19.99 332.00 0
2025/1/15 13:14:28 19.99 332.00 0
2025/1/15 13:14:28 20.11 332.00 0
2025/1/15 13:14:28 19.97 332.00 0
2025/1/15 13:14:29 20.01 332.00 0
2025/1/15 13:14:29 20.11 332.00 0
2025/1/15 13:14:29 20.03 332.00 0
2025/1/15 13:14:29 19.99 332.00 0
2025/1/15 13:14:30 20.03 332.00 0
2025/1/15 13:14:30 20.13 333.00 0
2025/1/15 13:14:30 19.97 333.00 0
2025/1/15 13:14:30 19.99 333.00 0
2025/1/15 13:14:31 19.99 332.00 0
2025/1/15 13:14:31 20.07 332.00 0
2025/1/15 13:14:31 19.99 332.00 0
2025/1/15 13:14:31 19.99 332.00 0
2025/1/15 13:14:32 20.13 332.00 0
2025/1/15 13:14:32 19.99 332.00 0
2025/1/15 13:14:32 20.05 332.00 0
2025/1/15 13:14:32 20.01 332.00 0
2025/1/15 13:14:32 20.01 332.00 0
2025/1/15 13:14:33 19.97 332.00 0
2025/1/15 13:14:33 19.95 332.00 0
2025/1/15 13:14:33 20.03 332.00 0
2025/1/15 13:14:33 20.01 332.00 0
2025/1/15 13:14:34 20.07 332.00 0
2025/1/15 13:14:34 20.09 332.00 0
2025/1/15 13:14:34 20.07 332.00 0
2025/1/15 13:14:34 20.11 332.00 0
2025/1/15 13:14:35 20.01 332.00 0
2025/1/15 13:14:35 20.09 332.00 0
2025/1/15 13:14:35 20.05 332.00 0
2025/1/15 13:14:35 20.01 332.00 0
2025/1/15 13:14:36 19.99 332.00 0
2025/1/15 13:14:36 19.97 332.00 0
2025/1/15 13:14:36 19.99 332.00 0
2025/1/15 13:14:36 19.99 332.00 0
2025/1/15 13:14:36 20.03 332.00 0
2025/1/15 13:14:37 19.99 332.00 0
2025/1/15 13:14:37 20.09 332.00 0
2025/1/15 13:14:37 20.01 332.00 0
2025/1/15 13:14:37 20.01 332.00 0
2025/1/15 13:14:38 20.01 332.00 0
2025/1/15 13:14:38 20.01 332.00 0
2025/1/15 13:14:38 19.97 332.00 0
2025/1/15 13:14:38 19.99 332.00 0
2025/1/15 13:14:39 20.03 332.00 0
2025/1/15 13:14:39 20.01 332.00 0
2025/1/15 13:14:39 19.97 332.00 0
2025/1/15 13:14:39 20.11 332.00 0
2025/1/15 13:14:40 20.05 332.00 0
2025/1/15 13:14:40 20.11 332.00 0
2025/1/15 13:14:40 20.07 332.00 0
2025/1/15 13:14:40 20.01 332.00 0
2025/1/15 13:14:40 20.03 332.00 0
2025/1/15 13:14:41 20.05 332.00 0
2025/1/15 13:14:41 19.99 332.00 0
2025/1/15 13:14:41 20.11 332.00 0
2025/1/15 13:14:41 20.03 332.00 0
2025/1/15 13:14:42 20.03 333.00 0
2025/1/15 13:14:42 20.13 332.00 0
2025/1/15 13:14:42 20.09 332.00 0
2025/1/15 13:14:42 20.01 332.00 0
2025/1/15 13:14:43 19.99 332.00 0
2025/1/15 13:14:43 20.01 332.00 0
2025/1/15 13:14:43 20.07 332.00 0
2025/1/15 13:14:43 19.99 333.00 0
2025/1/15 13:14:44 19.95 333.00 0
2025/1/15 13:14:44 20.11 333.00 0
2025/1/15 13:14:44 20.09 332.00 0
2025/1/15 13:14:44 20.15 333.00 0
2025/1/15 13:14:44 20.07 332.00 0
2025/1/15 13:14:45 20.03 332.00 0
2025/1/15 13:14:45 20.15 332.00 0
2025/1/15 13:14:45 20.07 332.00 0
2025/1/15 13:14:45 20.07 332.00 0
2025/1/15 13:14:46 20.11 332.00 0
2025/1/15 13:14:46 20.13 332.00 0
2025/1/15 13:14:46 20.25 332.00 0
2025/1/15 13:14:46 20.09 332.00 0
2025/1/15 13:14:47 20.13 332.00 0
2025/1/15 13:14:47 20.17 332.00 0
2025/1/15 13:14:47 20.07 332.00 0
2025/1/15 13:14:47 20.07 333.00 0
2025/1/15 13:14:48 20.05 332.00 0
2025/1/15 13:14:48 20.11 332.00 0
2025/1/15 13:14:48 20.07 332.00 0
2025/1/15 13:14:48 20.05 332.00 0
2025/1/15 13:14:49 20.13 332.00 0
2025/1/15 13:14:49 20.03 332.00 0
2025/1/15 13:14:49 20.05 332.00 0
2025/1/15 13:14:49 20.15 332.00 0
2025/1/15 13:14:49 20.07 332.00 0
2025/1/15 13:14:50 19.97 332.00 0
2025/1/15 13:14:50 20.05 332.00 0
2025/1/15 13:14:50 20.03 332.00 0
2025/1/15 13:14:50 20.17 332.00 0
2025/1/15 13:14:51 20.19 332.00 0
2025/1/15 13:14:51 20.11 332.00 0
2025/1/15 13:14:51 20.15 332.00 0
2025/1/15 13:14:51 20.13 332.00 0
2025/1/15 13:14:52 20.21 332.00 0
2025/1/15 13:14:52 20.09 332.00 0
2025/1/15 13:14:52 20.09 332.00 0
2025/1/15 13:14:52 20.17 332.00 0
2025/1/15 13:14:53 20.05 332.00 0
2025/1/15 13:14:53 20.19 332.00 0
2025/1/15 13:14:53 20.17 332.00 0
2025/1/15 13:14:53 20.13 332.00 0
2025/1/15 13:14:53 20.13 332.00 0
2025/1/15 13:14:54 20.09 332.00 0
2025/1/15 13:14:54 20.07 332.00 0
2025/1/15 13:14:54 20.01 332.00 0
2025/1/15 13:14:54 20.07 332.00 0
2025/1/15 13:14:55 20.11 332.00 0
2025/1/15 13:14:55 20.03 332.00 0
2025/1/15 13:14:55 20.13 332.00 0
2025/1/15 13:14:55 20.17 332.00 0
2025/1/15 13:14:56 20.05 332.00 0
2025/1/15 13:14:56 20.13 332.00 0
2025/1/15 13:14:56 20.09 332.00 0
2025/1/15 13:14:56 20.09 332.00 0
2025/1/15 13:14:57 20.21 332.00 0
2025/1/15 13:14:57 20.13 332.00 0
2025/1/15 13:14:57 20.11 332.00 0
2025/1/15 13:14:57 20.17 332.00 0
2025/1/15 13:14:57 20.13 332.00 0
2025/1/15 13:14:58 20.11 332.00 0
2025/1/15 13:14:58 20.11 332.00 0
2025/1/15 13:14:59 20.11 332.00 0
2025/1/15 13:14:59 20.11 332.00 0
2025/1/15 13:14:59 20.07 332.00 0
2025/1/15 13:14:59 20.07 333.00 0
2025/1/15 13:14:59 20.17 332.00 0
2025/1/15 13:15:0 20.15 332.00 0
2025/1/15 13:15:0 20.13 332.00 0
2025/1/15 13:15:0 20.15 332.00 0
2025/1/15 13:15:0 20.07 332.00 0
2025/1/15 13:15:1 20.13 332.00 0
2025/1/15 13:15:1 20.09 332.00 0
2025/1/15 13:15:1 20.09 332.00 0
2025/1/15 13:15:1 20.17 333.00 0
2025/1/15 13:15:2 20.15 332.00 0
2025/1/15 13:15:2 20.05 333.00 0
2025/1/15 13:15:2 20.19 333.00 0
2025/1/15 13:15:2 20.17 332.00 0
2025/1/15 13:15:3 20.13 332.00 0
2025/1/15 13:15:3 20.21 332.00 0
2025/1/15 13:15:3 20.21 332.00 0
2025/1/15 13:15:3 20.17 332.00 0
2025/1/15 13:15:3 20.13 332.00 0
2025/1/15 13:15:4 20.07 333.00 0
2025/1/15 13:15:4 20.15 333.00 0
2025/1/15 13:15:4 20.17 332.00 0
2025/1/15 13:15:4 20.09 333.00 0
2025/1/15 13:15:5 20.13 333.00 0
2025/1/15 13:15:5 20.09 333.00 0
2025/1/15 13:15:5 20.13 333.00 0
2025/1/15 13:15:5 20.19 333.00 0
2025/1/15 13:15:6 20.13 333.00 0
2025/1/15 13:15:6 20.15 333.00 0
2025/1/15 13:15:6 20.25 333.00 0
2025/1/15 13:15:6 20.03 333.00 0
2025/1/15 13:15:7 20.13 332.00 0
2025/1/15 13:15:7 20.25 332.00 0
2025/1/15 13:15:7 20.17 332.00 0
2025/1/15 13:15:7 20.11 332.00 0
2025/1/15 13:15:7 20.11 332.00 0
2025/1/15 13:15:8 20.09 332.00 0
2025/1/15 13:15:8 20.15 332.00 0
2025/1/15 13:15:8 20.19 332.00 0
2025/1/15 13:15:8 20.17 332.00 0
2025/1/15 13:15:9 20.17 332.00 0
2025/1/15 13:15:9 20.05 332.00 0
2025/1/15 13:15:9 20.07 332.00 0
2025/1/15 13:15:9 20.15 332.00 0
2025/1/15 13:15:10 20.15 332.00 0
2025/1/15 13:15:10 20.13 332.00 0
2025/1/15 13:15:10 20.11 333.00 0
2025/1/15 13:15:10 20.11 332.00 0
2025/1/15 13:15:11 20.17 332.00 0
2025/1/15 13:15:11 20.23 333.00 0
2025/1/15 13:15:11 20.15 333.00 0
2025/1/15 13:15:11 20.07 333.00 0
2025/1/15 13:15:11 20.11 332.00 0
2025/1/15 13:15:12 20.19 333.00 0
2025/1/15 13:15:12 20.09 333.00 0
2025/1/15 13:15:12 20.13 333.00 0
2025/1/15 13:15:12 20.13 333.00 0
2025/1/15 13:15:13 20.15 333.00 0
2025/1/15 13:15:13 20.17 333.00 0
2025/1/15 13:15:13 20.21 333.00 0
2025/1/15 13:15:13 20.15 333.00 0
2025/1/15 13:15:14 20.15 333.00 0
2025/1/15 13:15:14 20.15 333.00 0
2025/1/15 13:15:14 20.21 333.00 0
2025/1/15 13:15:14 20.07 333.00 0
2025/1/15 13:15:15 20.15 333.00 0
2025/1/15 13:15:15 20.13 333.00 0
2025/1/15 13:15:15 20.19 332.00 0
2025/1/15 13:15:15 20.17 332.00 0
2025/1/15 13:15:16 20.19 332.00 0
2025/1/15 13:15:16 20.21 332.00 0
2025/1/15 13:15:16 20.15 332.00 0
2025/1/15 13:15:16 20.21 332.00 0
2025/1/15 13:15:16 20.17 332.00 0
2025/1/15 13:15:17 20.13 332.00 0
2025/1/15 13:15:17 20.13 332.00 0
2025/1/15 13:15:17 20.15 332.00 0
2025/1/15 13:15:17 20.21 332.00 0
2025/1/15 13:15:18 20.17 332.00 0
2025/1/15 13:15:18 20.17 333.00 0
2025/1/15 13:15:18 20.21 333.00 0
2025/1/15 13:15:18 20.15 333.00 0
2025/1/15 13:15:19 20.13 333.00 0
2025/1/15 13:15:19 20.17 333.00 0
2025/1/15 13:15:19 20.17 332.00 0
2025/1/15 13:15:19 20.17 332.00 0
2025/1/15 13:15:20 20.07 332.00 0
2025/1/15 13:15:20 20.19 332.00 0
2025/1/15 13:15:20 20.17 332.00 0
2025/1/15 13:15:20 20.17 333.00 0
2025/1/15 13:15:20 20.15 333.00 0
2025/1/15 13:15:21 20.15 332.00 0
2025/1/15 13:15:21 20.19 332.00 0
2025/1/15 13:15:21 20.15 332.00 0
2025/1/15 13:15:21 20.17 332.00 0
2025/1/15 13:15:22 20.21 332.00 0
2025/1/15 13:15:22 20.13 332.00 0
2025/1/15 13:15:22 20.21 332.00 0
2025/1/15 13:15:22 20.21 332.00 0
2025/1/15 13:15:23 20.17 332.00 0
2025/1/15 13:15:23 20.23 332.00 0
2025/1/15 13:15:23 20.17 332.00 0
2025/1/15 13:15:23 20.15 332.00 0
2025/1/15 13:15:24 20.19 332.00 0
2025/1/15 13:15:24 20.17 332.00 0
2025/1/15 13:15:24 20.23 333.00 0
2025/1/15 13:15:24 20.17 332.00 0
2025/1/15 13:15:24 20.15 333.00 0
2025/1/15 13:15:25 20.17 333.00 0
2025/1/15 13:15:25 20.23 333.00 0
2025/1/15 13:15:25 20.19 333.00 0
2025/1/15 13:15:25 20.17 332.00 0
2025/1/15 13:15:26 20.17 333.00 0
2025/1/15 13:15:26 20.23 333.00 0
2025/1/15 13:15:26 20.11 332.00 0
2025/1/15 13:15:26 20.09 333.00 0
2025/1/15 13:15:27 20.13 333.00 0
2025/1/15 13:15:27 20.19 332.00 0
2025/1/15 13:15:27 20.23 332.00 0
2025/1/15 13:15:27 20.23 333.00 0
2025/1/15 13:15:28 20.21 333.00 0
2025/1/15 13:15:28 20.21 333.00 0
2025/1/15 13:15:28 20.17 333.00 0
2025/1/15 13:15:28 20.17 332.00 0
2025/1/15 13:15:28 20.13 333.00 0
2025/1/15 13:15:29 20.25 332.00 0
2025/1/15 13:15:29 20.21 332.00 0
2025/1/15 13:15:29 20.15 332.00 0
2025/1/15 13:15:29 20.17 332.00 0
2025/1/15 13:15:30 20.25 333.00 0
2025/1/15 13:15:30 20.23 333.00 0
2025/1/15 13:15:30 20.23 332.00 0
2025/1/15 13:15:30 20.15 333.00 0
2025/1/15 13:15:31 20.21 333.00 0
2025/1/15 13:15:31 20.27 333.00 0
2025/1/15 13:15:31 20.19 333.00 0
2025/1/15 13:15:31 20.21 332.00 0
2025/1/15 13:15:32 20.21 332.00 0
2025/1/15 13:15:32 20.21 333.00 0
2025/1/15 13:15:32 20.17 333.00 0
2025/1/15 13:15:32 20.13 333.00 0
2025/1/15 13:15:32 20.07 333.00 0
2025/1/15 13:15:33 20.27 333.00 0
2025/1/15 13:15:33 20.27 333.00 0
2025/1/15 13:15:33 20.15 332.00 0
2025/1/15 13:15:33 20.09 332.00 0
2025/1/15 13:15:34 20.15 332.00 0
2025/1/15 13:15:34 20.13 332.00 0
2025/1/15 13:15:34 20.21 332.00 0
2025/1/15 13:15:34 20.17 332.00 0
2025/1/15 13:15:35 20.17 332.00 0
2025/1/15 13:15:35 20.17 332.00 0
2025/1/15 13:15:35 20.23 332.00 0
2025/1/15 13:15:35 20.19 332.00 0
2025/1/15 13:15:36 20.03 333.00 0
2025/1/15 13:15:36 20.23 333.00 0
2025/1/15 13:15:36 20.19 333.00 0
2025/1/15 13:15:36 20.15 333.00 0
2025/1/15 13:15:36 20.21 333.00 0
2025/1/15 13:15:37 20.23 333.00 0
2025/1/15 13:15:37 20.25 333.00 0
2025/1/15 13:15:37 20.23 333.00 0
2025/1/15 13:15:37 20.25 333.00 0
2025/1/15 13:15:38 20.21 333.00 0
2025/1/15 13:15:38 20.17 333.00 0
2025/1/15 13:15:38 20.15 333.00 0
2025/1/15 13:15:38 20.13 333.00 0
2025/1/15 13:15:39 20.09 333.00 0
2025/1/15 13:15:39 20.17 333.00 0
2025/1/15 13:15:39 20.17 333.00 0
2025/1/15 13:15:39 20.15 333.00 0
2025/1/15 13:15:40 20.19 333.00 0
2025/1/15 13:15:40 20.15 332.00 0
2025/1/15 13:15:40 20.15 332.00 0
2025/1/15 13:15:40 20.15 332.00 0
2025/1/15 13:15:40 20.17 332.00 0
2025/1/15 13:15:41 20.21 332.00 0
2025/1/15 13:15:41 20.11 332.00 0
2025/1/15 13:15:41 20.21 332.00 0
2025/1/15 13:15:41 20.23 332.00 0
2025/1/15 13:15:42 20.17 333.00 0
2025/1/15 13:15:42 20.15 333.00 0
2025/1/15 13:15:42 20.15 333.00 0
2025/1/15 13:15:42 20.23 333.00 0
2025/1/15 13:15:43 20.15 333.00 0
2025/1/15 13:15:43 20.21 333.00 0
2025/1/15 13:15:43 20.17 333.00 0
2025/1/15 13:15:43 20.21 332.00 0
2025/1/15 13:15:44 20.17 332.00 0
2025/1/15 13:15:44 20.13 332.00 0
2025/1/15 13:15:44 20.19 333.00 0
2025/1/15 13:15:44 20.25 332.00 0
2025/1/15 13:15:45 20.17 332.00 0
2025/1/15 13:15:45 20.25 332.00 0
2025/1/15 13:15:45 20.19 332.00 0
2025/1/15 13:15:45 20.23 332.00 0
2025/1/15 13:15:45 20.21 332.00 0
2025/1/15 13:15:46 20.25 332.00 0
2025/1/15 13:15:46 20.19 332.00 0
2025/1/15 13:15:46 20.23 332.00 0
2025/1/15 13:15:46 20.19 332.00 0
2025/1/15 13:15:47 20.21 332.00 0
2025/1/15 13:15:47 20.17 332.00 0
2025/1/15 13:15:47 20.17 332.00 0
2025/1/15 13:15:47 20.21 333.00 0
2025/1/15 13:15:48 20.23 333.00 0
2025/1/15 13:15:48 20.17 333.00 0
2025/1/15 13:15:48 20.21 333.00 0
2025/1/15 13:15:48 20.23 333.00 0
2025/1/15 13:15:49 20.33 333.00 0
2025/1/15 13:15:49 20.23 333.00 0
2025/1/15 13:15:49 20.21 333.00 0
2025/1/15 13:15:49 20.15 333.00 0
2025/1/15 13:15:49 20.17 333.00 0
2025/1/15 13:15:50 20.17 333.00 0
2025/1/15 13:15:50 20.19 333.00 0
2025/1/15 13:15:50 20.17 333.00 0
2025/1/15 13:15:50 20.17 333.00 0
2025/1/15 13:15:51 20.13 332.00 0
2025/1/15 13:15:51 20.21 332.00 0
2025/1/15 13:15:51 20.15 332.00 0
2025/1/15 13:15:51 20.15 332.00 0
2025/1/15 13:15:52 20.13 332.00 0
