Fecha,Hora,Corriente(A)
22/1/2025,16:21:32,-0.23
22/1/2025,16:21:32,-0.38
22/1/2025,16:21:32,-0.69
22/1/2025,16:21:32,-0.38
22/1/2025,16:21:32,0.08
22/1/2025,16:21:32,0.08
22/1/2025,16:21:32,-0.54
22/1/2025,16:21:32,-0.38
22/1/2025,16:21:33,-0.23
22/1/2025,16:21:33,-0.23
22/1/2025,16:21:33,-0.54
22/1/2025,16:21:33,-0.54
22/1/2025,16:21:33,-0.54
22/1/2025,16:21:33,0.39
22/1/2025,16:21:33,-0.54
22/1/2025,16:21:33,-0.54
22/1/2025,16:21:33,-0.23
22/1/2025,16:21:33,-0.23
22/1/2025,16:21:34,-0.38
22/1/2025,16:21:34,-0.38
22/1/2025,16:21:34,-0.38
22/1/2025,16:21:34,-0.38
22/1/2025,16:21:34,-0.69
22/1/2025,16:21:34,-0.23
22/1/2025,16:21:34,-0.54
22/1/2025,16:21:34,-0.38
22/1/2025,16:21:34,-0.54
22/1/2025,16:21:34,-0.54
22/1/2025,16:21:35,-0.07
22/1/2025,16:21:35,-0.38
22/1/2025,16:21:35,-0.54
22/1/2025,16:21:35,-0.69
22/1/2025,16:21:35,-0.54
22/1/2025,16:21:35,-0.54
22/1/2025,16:21:35,-1.15
22/1/2025,16:21:35,-1.31
22/1/2025,16:21:35,-1.15
22/1/2025,16:21:35,-1
22/1/2025,16:21:36,-1.15
22/1/2025,16:21:36,-1.15
22/1/2025,16:21:36,-1
22/1/2025,16:21:36,-1
22/1/2025,16:21:36,-0.69
22/1/2025,16:21:36,-1
22/1/2025,16:21:36,-0.85
22/1/2025,16:21:36,-0.85
22/1/2025,16:21:36,-0.85
22/1/2025,16:21:36,-0.54
22/1/2025,16:21:37,-0.69
22/1/2025,16:21:37,-0.38
22/1/2025,16:21:37,-0.69
22/1/2025,16:21:37,-0.54
22/1/2025,16:21:37,-0.54
22/1/2025,16:21:37,-0.07
22/1/2025,16:21:37,-0.23
22/1/2025,16:21:37,-0.54
22/1/2025,16:21:37,-0.38
22/1/2025,16:21:37,-0.23
22/1/2025,16:21:38,-0.54
22/1/2025,16:21:38,-0.54
22/1/2025,16:21:38,-0.54
22/1/2025,16:21:38,-0.54
22/1/2025,16:21:38,-0.54
22/1/2025,16:21:38,-0.38
22/1/2025,16:21:38,-0.38
22/1/2025,16:21:38,-0.38
22/1/2025,16:21:38,-0.38
22/1/2025,16:21:38,-0.54
22/1/2025,16:21:39,-0.38
22/1/2025,16:21:39,-0.38
22/1/2025,16:21:39,-0.23
22/1/2025,16:21:39,-0.07
22/1/2025,16:21:39,-0.23
22/1/2025,16:21:39,-0.07
22/1/2025,16:21:39,-0.54
22/1/2025,16:21:39,-0.23
22/1/2025,16:21:39,-0.38
22/1/2025,16:21:39,-0.38
22/1/2025,16:21:40,-0.23
22/1/2025,16:21:40,-0.23
22/1/2025,16:21:40,-0.54
22/1/2025,16:21:40,-0.38
22/1/2025,16:21:40,-0.54
22/1/2025,16:21:40,-0.54
22/1/2025,16:21:40,-0.38
22/1/2025,16:21:40,-0.38
22/1/2025,16:21:40,-0.38
22/1/2025,16:21:40,-0.54
22/1/2025,16:21:41,-0.07
22/1/2025,16:21:41,-0.23
22/1/2025,16:21:41,-0.54
22/1/2025,16:21:41,-0.54
22/1/2025,16:21:41,-0.54
22/1/2025,16:21:41,-0.38
22/1/2025,16:21:41,-0.54
22/1/2025,16:21:41,-0.54
22/1/2025,16:21:41,-0.07
22/1/2025,16:21:41,-0.38
22/1/2025,16:21:42,-0.54
22/1/2025,16:21:42,-0.54
