Fecha Hora Temperatura Distancia Laser_pequeño
2025/1/22 14:50:15 nan 225 65
2025/1/22 14:50:16 nan 225 64
2025/1/22 14:50:17 nan 225 65
2025/1/22 14:50:18 nan 225 64
2025/1/22 14:50:20 nan 225 61
2025/1/22 14:50:21 nan 225 62
2025/1/22 14:50:22 nan 225 64
2025/1/22 14:50:23 nan 225 66
2025/1/22 14:50:24 nan 225 62
2025/1/22 14:50:25 nan 225 63
2025/1/22 14:50:26 nan 225 65
2025/1/22 14:50:27 nan 225 64
2025/1/22 14:50:28 nan 225 64
2025/1/22 14:50:29 nan 225 63
2025/1/22 14:50:30 nan 225 63
2025/1/22 14:50:31 nan 225 62
2025/1/22 14:50:32 nan 225 63
2025/1/22 14:50:33 nan 225 61
2025/1/22 14:50:34 nan 225 63
2025/1/22 14:50:35 nan 225 63
2025/1/22 14:50:36 nan 225 64
2025/1/22 14:50:37 nan 225 65
2025/1/22 14:50:38 nan 225 63
2025/1/22 14:50:39 nan 225 66
2025/1/22 14:50:41 nan 225 64
2025/1/22 14:50:42 nan 225 63
2025/1/22 14:50:43 nan 225 67
2025/1/22 14:50:44 nan 223 61
2025/1/22 14:50:45 nan 223 64
2025/1/22 14:50:46 nan 225 61
2025/1/22 14:50:47 nan 225 62
2025/1/22 14:50:48 nan 225 63
2025/1/22 14:50:49 nan 225 66
2025/1/22 14:50:50 nan 225 64
2025/1/22 14:50:51 nan 226 63
2025/1/22 14:50:52 nan 226 64
2025/1/22 14:50:53 nan 226 62
2025/1/22 14:50:54 nan 226 65
2025/1/22 14:50:55 nan 226 64
2025/1/22 14:50:56 nan 226 63
2025/1/22 14:50:57 nan 226 63
2025/1/22 14:50:58 nan 226 64
2025/1/22 14:50:59 nan 226 63
2025/1/22 14:51:0 nan 226 62
2025/1/22 14:51:2 nan 226 65
2025/1/22 14:51:3 nan 226 63
2025/1/22 14:51:4 nan 226 62
2025/1/22 14:51:5 nan 226 62
2025/1/22 14:51:6 nan 226 64
2025/1/22 14:51:7 nan 226 65
2025/1/22 14:51:8 nan 226 63
2025/1/22 14:51:9 nan 224 61
2025/1/22 14:51:10 nan 224 62
2025/1/22 14:51:11 nan 227 64
2025/1/22 14:51:12 nan 227 64
2025/1/22 14:51:13 nan 227 63
2025/1/22 14:51:14 nan 227 62
2025/1/22 14:51:15 nan 227 63
2025/1/22 14:51:16 nan 224 60
2025/1/22 14:51:17 nan 224 62
2025/1/22 14:51:18 nan 224 65
2025/1/22 14:51:19 nan 224 63
2025/1/22 14:51:20 nan 224 63
2025/1/22 14:51:21 nan 224 62
2025/1/22 14:51:23 nan 224 63
2025/1/22 14:51:24 nan 225 60
2025/1/22 14:51:25 nan 225 61
2025/1/22 14:51:26 nan 225 60
2025/1/22 14:51:27 nan 225 62
2025/1/22 14:51:28 nan 225 63
2025/1/22 14:51:29 nan 225 63
2025/1/22 14:51:30 nan 225 63
2025/1/22 14:51:31 nan 225 62
2025/1/22 14:51:32 nan 225 61
2025/1/22 14:51:33 nan 225 59
2025/1/22 14:51:34 nan 225 62
2025/1/22 14:51:35 nan 225 60
2025/1/22 14:51:36 nan 225 63
2025/1/22 14:51:37 nan 225 61
2025/1/22 14:51:38 nan 225 62
2025/1/22 14:51:39 nan 225 61
2025/1/22 14:51:40 nan 225 61
2025/1/22 14:51:41 nan 225 63
2025/1/22 14:51:42 nan 225 62
2025/1/22 14:51:44 nan 225 59
2025/1/22 14:51:45 nan 225 61
2025/1/22 14:51:46 nan 225 61
2025/1/22 14:51:47 nan 225 62
2025/1/22 14:51:48 nan 225 62
2025/1/22 14:51:49 nan 225 61
2025/1/22 14:51:50 nan 225 58
2025/1/22 14:51:51 nan 225 64
2025/1/22 14:51:52 nan 225 60
2025/1/22 14:51:53 nan 225 58
2025/1/22 14:51:54 nan 225 61
2025/1/22 14:51:55 nan 225 60
2025/1/22 14:51:56 nan 225 60
2025/1/22 14:51:57 nan 225 62
2025/1/22 14:51:58 nan 225 62
2025/1/22 14:51:59 nan 225 64
2025/1/22 14:52:0 nan 225 63
2025/1/22 14:52:1 nan 225 62
2025/1/22 14:52:2 nan 225 61
2025/1/22 14:52:3 nan 225 62
2025/1/22 14:52:5 nan 225 64
2025/1/22 14:52:6 nan 225 63
2025/1/22 14:52:7 nan 225 60
2025/1/22 14:52:8 nan 226 62
2025/1/22 14:52:9 nan 226 63
2025/1/22 14:52:10 nan 226 63
2025/1/22 14:52:11 nan 226 64
2025/1/22 14:52:12 nan 226 64
2025/1/22 14:52:13 nan 226 61
2025/1/22 14:52:14 nan 226 62
2025/1/22 14:52:15 nan 226 65
2025/1/22 14:52:16 nan 226 62
2025/1/22 14:52:17 nan 226 64
2025/1/22 14:52:18 nan 226 62
2025/1/22 14:52:19 nan 226 61
2025/1/22 14:52:20 nan 226 63
2025/1/22 14:52:21 nan 226 62
2025/1/22 14:52:22 nan 226 64
2025/1/22 14:52:23 nan 226 61
2025/1/22 14:52:24 nan 226 62
2025/1/22 14:52:26 nan 226 64
2025/1/22 14:52:27 nan 226 64
2025/1/22 14:52:28 nan 226 60
2025/1/22 14:52:29 nan 224 64
2025/1/22 14:52:30 nan 224 61
2025/1/22 14:52:31 nan 225 64
2025/1/22 14:52:32 nan 225 64
2025/1/22 14:52:33 nan 225 62
2025/1/22 14:52:34 nan 225 62
2025/1/22 14:52:35 nan 225 63
2025/1/22 14:52:36 nan 225 60
2025/1/22 14:52:37 nan 225 63
2025/1/22 14:52:38 nan 225 65
2025/1/22 14:52:39 nan 225 60
2025/1/22 14:52:40 nan 225 64
2025/1/22 14:52:41 nan 226 63
2025/1/22 14:52:42 nan 226 65
2025/1/22 14:52:43 nan 226 62
2025/1/22 14:52:44 nan 226 63
2025/1/22 14:52:45 nan 226 62
2025/1/22 14:52:47 nan 226 62
2025/1/22 14:52:48 nan 226 62
2025/1/22 14:52:49 nan 226 62
2025/1/22 14:52:50 nan 226 63
2025/1/22 14:52:51 nan 226 60
2025/1/22 14:52:52 nan 226 62
2025/1/22 14:52:53 nan 226 63
2025/1/22 14:52:54 nan 226 62
2025/1/22 14:52:55 nan 226 63
2025/1/22 14:52:56 nan 226 63
2025/1/22 14:52:57 nan 226 61
2025/1/22 14:52:58 nan 226 61
2025/1/22 14:52:59 nan 226 62
2025/1/22 14:53:0 nan 224 62
2025/1/22 14:53:1 nan 224 61
2025/1/22 14:53:2 nan 226 64
2025/1/22 14:53:3 nan 226 63
2025/1/22 14:53:4 nan 226 64
2025/1/22 14:53:5 nan 226 61
2025/1/22 14:53:6 nan 226 63
2025/1/22 14:53:8 nan 226 61
2025/1/22 14:53:9 nan 226 64
2025/1/22 14:53:10 nan 226 65
2025/1/22 14:53:11 nan 226 63
2025/1/22 14:53:12 nan 226 64
2025/1/22 14:53:13 nan 226 62
2025/1/22 14:53:14 nan 226 61
2025/1/22 14:53:15 nan 226 63
2025/1/22 14:53:16 nan 226 65
2025/1/22 14:53:17 nan 226 62
2025/1/22 14:53:18 nan 226 62
2025/1/22 14:53:19 nan 226 62
2025/1/22 14:53:20 nan 226 63
2025/1/22 14:53:21 nan 226 62
2025/1/22 14:53:22 nan 226 63
2025/1/22 14:53:23 nan 223 63
2025/1/22 14:53:24 nan 223 64
2025/1/22 14:53:25 nan 225 62
2025/1/22 14:53:26 nan 225 63
2025/1/22 14:53:27 nan 225 64
2025/1/22 14:53:29 nan 225 63
2025/1/22 14:53:30 nan 225 63
2025/1/22 14:53:31 nan 225 62
2025/1/22 14:53:32 nan 225 62
2025/1/22 14:53:33 nan 225 64
2025/1/22 14:53:34 nan 225 64
2025/1/22 14:53:35 nan 225 62
2025/1/22 14:53:36 nan 225 62
2025/1/22 14:53:37 nan 225 64
2025/1/22 14:53:38 nan 225 62
2025/1/22 14:53:39 nan 226 64
2025/1/22 14:53:40 nan 226 62
2025/1/22 14:53:41 nan 226 62
2025/1/22 14:53:42 nan 226 61
2025/1/22 14:53:43 nan 226 62
2025/1/22 14:53:44 nan 226 62
2025/1/22 14:53:45 nan 226 58
2025/1/22 14:53:46 nan 226 63
2025/1/22 14:53:47 nan 226 61
2025/1/22 14:53:49 nan 226 62
2025/1/22 14:53:50 nan 226 61
2025/1/22 14:53:51 nan 226 62
2025/1/22 14:53:52 nan 226 62
2025/1/22 14:53:53 nan 226 60
2025/1/22 14:53:54 nan 226 63
2025/1/22 14:53:55 nan 226 62
2025/1/22 14:53:56 nan 226 62
2025/1/22 14:53:57 nan 226 64
2025/1/22 14:53:58 nan 226 65
2025/1/22 14:53:59 nan 226 66
2025/1/22 14:54:0 nan 226 62
2025/1/22 14:54:1 nan 226 63
2025/1/22 14:54:2 nan 226 63
2025/1/22 14:54:3 nan 226 61
2025/1/22 14:54:4 nan 226 63
2025/1/22 14:54:5 nan 226 62
2025/1/22 14:54:6 nan 226 62
2025/1/22 14:54:7 nan 226 63
2025/1/22 14:54:8 nan 226 61
2025/1/22 14:54:10 nan 226 62
2025/1/22 14:54:11 nan 226 64
2025/1/22 14:54:12 nan 226 59
2025/1/22 14:54:13 nan 226 60
2025/1/22 14:54:14 nan 226 61
2025/1/22 14:54:15 nan 226 62
2025/1/22 14:54:16 nan 226 64
2025/1/22 14:54:17 nan 226 63
2025/1/22 14:54:18 nan 226 60
2025/1/22 14:54:19 nan 226 63
2025/1/22 14:54:20 nan 226 61
2025/1/22 14:54:21 nan 226 62
2025/1/22 14:54:22 nan 226 64
2025/1/22 14:54:23 nan 226 62
2025/1/22 14:54:24 nan 226 62
2025/1/22 14:54:25 nan 207 60
2025/1/22 14:54:26 nan 207 61
2025/1/22 14:54:27 nan 208 61
2025/1/22 14:54:28 nan 208 62
2025/1/22 14:54:29 nan 208 61
2025/1/22 14:54:31 nan 208 62
2025/1/22 14:54:32 nan 208 62
2025/1/22 14:54:33 nan 208 61
2025/1/22 14:54:34 nan 208 59
2025/1/22 14:54:35 nan 208 63
2025/1/22 14:54:36 nan 208 62
2025/1/22 14:54:37 nan 208 65
2025/1/22 14:54:38 nan 208 62
2025/1/22 14:54:39 nan 208 63
2025/1/22 14:54:40 nan 208 64
2025/1/22 14:54:41 nan 208 61
2025/1/22 14:54:42 nan 208 60
2025/1/22 14:54:43 nan 208 62
2025/1/22 14:54:44 nan 208 62
2025/1/22 14:54:45 nan 208 66
2025/1/22 14:54:46 nan 208 63
2025/1/22 14:54:47 nan 208 61
2025/1/22 14:54:48 nan 208 64
2025/1/22 14:54:49 nan 208 62
2025/1/22 14:54:50 nan 208 64
2025/1/22 14:54:52 nan 208 58
2025/1/22 14:54:53 nan 208 60
2025/1/22 14:54:54 nan 208 62
2025/1/22 14:54:55 nan 208 65
2025/1/22 14:54:56 nan 208 62
2025/1/22 14:54:57 nan 208 62
2025/1/22 14:54:58 nan 208 62
2025/1/22 14:54:59 nan 208 62
2025/1/22 14:55:0 nan 208 64
2025/1/22 14:55:1 nan 208 64
2025/1/22 14:55:2 nan 208 62
2025/1/22 14:55:3 nan 208 63
2025/1/22 14:55:4 nan 208 64
2025/1/22 14:55:5 nan 208 61
2025/1/22 14:55:6 nan 208 63
2025/1/22 14:55:7 nan 208 62
2025/1/22 14:55:8 nan 208 62
2025/1/22 14:55:9 nan 208 62
2025/1/22 14:55:10 nan 208 62
2025/1/22 14:55:11 nan 208 64
2025/1/22 14:55:13 nan 208 63
2025/1/22 14:55:14 nan 208 64
2025/1/22 14:55:15 nan 208 63
2025/1/22 14:55:16 nan 208 64
2025/1/22 14:55:17 nan 208 63
2025/1/22 14:55:18 nan 208 60
2025/1/22 14:55:19 nan 208 64
2025/1/22 14:55:20 nan 208 61
2025/1/22 14:55:21 nan 208 63
2025/1/22 14:55:22 nan 208 62
2025/1/22 14:55:23 nan 208 64
2025/1/22 14:55:24 nan 208 64
2025/1/22 14:55:25 nan 208 66
2025/1/22 14:55:26 nan 208 66
2025/1/22 14:55:27 nan 208 63
2025/1/22 14:55:28 nan 208 63
2025/1/22 14:55:29 nan 208 61
2025/1/22 14:55:30 nan 208 66
2025/1/22 14:55:31 nan 208 64
2025/1/22 14:55:32 nan 208 63
2025/1/22 14:55:34 nan 208 61
2025/1/22 14:55:35 nan 208 61
2025/1/22 14:55:36 nan 208 64
2025/1/22 14:55:37 nan 208 62
2025/1/22 14:55:38 nan 208 64
2025/1/22 14:55:39 nan 208 61
2025/1/22 14:55:40 nan 208 64
2025/1/22 14:55:41 nan 208 64
2025/1/22 14:55:42 nan 208 63
2025/1/22 14:55:43 nan 208 62
2025/1/22 14:55:44 nan 208 63
2025/1/22 14:55:45 nan 208 64
2025/1/22 14:55:46 nan 208 63
2025/1/22 14:55:47 nan 208 64
2025/1/22 14:55:48 nan 208 66
2025/1/22 14:55:49 nan 208 63
2025/1/22 14:55:50 nan 208 65
2025/1/22 14:55:51 nan 208 64
2025/1/22 14:55:52 nan 208 62
2025/1/22 14:55:53 nan 208 64
2025/1/22 14:55:55 nan 208 63
2025/1/22 14:55:56 nan 208 62
2025/1/22 14:55:57 nan 208 62
2025/1/22 14:55:58 nan 208 60
2025/1/22 14:55:59 nan 208 65
2025/1/22 14:56:0 nan 208 64
2025/1/22 14:56:1 nan 208 64
2025/1/22 14:56:2 nan 208 63
2025/1/22 14:56:3 nan 208 64
2025/1/22 14:56:4 nan 208 62
2025/1/22 14:56:5 nan 208 64
2025/1/22 14:56:6 nan 208 62
2025/1/22 14:56:7 nan 208 62
2025/1/22 14:56:8 nan 208 62
2025/1/22 14:56:9 nan 208 60
2025/1/22 14:56:10 nan 208 63
2025/1/22 14:56:11 nan 208 67
2025/1/22 14:56:12 nan 208 63
2025/1/22 14:56:13 nan 208 63
2025/1/22 14:56:14 nan 208 63
2025/1/22 14:56:16 nan 208 62
2025/1/22 14:56:17 nan 208 64
2025/1/22 14:56:18 nan 208 66
2025/1/22 14:56:19 nan 208 64
2025/1/22 14:56:20 nan 208 64
2025/1/22 14:56:21 nan 208 64
2025/1/22 14:56:22 nan 208 63
2025/1/22 14:56:23 nan 208 62
2025/1/22 14:56:24 nan 208 63
2025/1/22 14:56:25 nan 208 65
2025/1/22 14:56:26 nan 208 64
2025/1/22 14:56:27 nan 208 61
2025/1/22 14:56:28 nan 208 62
2025/1/22 14:56:29 nan 208 63
2025/1/22 14:56:30 nan 208 63
2025/1/22 14:56:31 nan 208 65
2025/1/22 14:56:32 nan 208 63
2025/1/22 14:56:33 nan 208 64
2025/1/22 14:56:34 nan 208 62
2025/1/22 14:56:35 nan 208 64
2025/1/22 14:56:37 nan 208 62
2025/1/22 14:56:38 nan 208 64
2025/1/22 14:56:39 nan 208 63
2025/1/22 14:56:40 nan 208 63
2025/1/22 14:56:41 nan 208 63
2025/1/22 14:56:42 nan 208 63
2025/1/22 14:56:43 nan 208 64
2025/1/22 14:56:44 nan 208 61
2025/1/22 14:56:45 nan 208 60
2025/1/22 14:56:46 nan 208 65
2025/1/22 14:56:47 nan 208 64
2025/1/22 14:56:48 nan 208 62
2025/1/22 14:56:49 nan 208 62
2025/1/22 14:56:50 nan 208 64
2025/1/22 14:56:51 nan 208 63
2025/1/22 14:56:52 nan 208 65
2025/1/22 14:56:53 nan 208 63
2025/1/22 14:56:54 nan 208 64
2025/1/22 14:56:55 nan 208 64
2025/1/22 14:56:56 nan 208 63
2025/1/22 14:56:58 nan 208 65
2025/1/22 14:56:59 nan 208 65
2025/1/22 14:57:0 nan 208 62
2025/1/22 14:57:1 nan 208 62
2025/1/22 14:57:2 nan 208 63
2025/1/22 14:57:3 nan 208 65
2025/1/22 14:57:4 nan 208 61
2025/1/22 14:57:5 nan 208 66
2025/1/22 14:57:6 nan 208 64
2025/1/22 14:57:7 nan 208 65
2025/1/22 14:57:8 nan 208 65
2025/1/22 14:57:9 nan 208 62 1
2025/3/6 13:30:12 23.53 54 66
2025/3/6 13:30:13 23.81 54 61
2025/3/6 13:30:14 23.75 55 66
2025/3/6 13:30:15 23.45 55 65
2025/3/6 13:30:16 23.75 55 65
2025/3/6 13:30:17 23.65 55 65
2025/3/6 13:30:18 23.87 55 64
2025/3/6 13:30:19 23.69 55 65
2025/3/6 13:30:20 23.81 55 62
2025/3/6 13:30:21 23.71 55 62
2025/3/6 13:30:22 23.59 55 62
2025/3/6 13:30:23 23.91 55 62
2025/3/6 13:30:24 23.63 55 62
2025/3/6 13:30:25 23.81 55 63
2025/3/6 13:30:27 23.69 55 66
2025/3/6 13:30:28 23.81 55 65
2025/3/6 13:30:29 23.65 55 63
2025/3/6 13:30:30 23.63 55 65
2025/3/6 13:30:31 23.79 55 64
2025/3/6 13:30:32 23.59 55 64
2025/3/6 13:30:33 23.63 55 60
2025/3/6 13:30:34 23.39 55 65
2025/3/6 13:30:35 23.65 55 65
2025/3/6 13:30:36 23.51 226 60
2025/3/6 13:30:37 23.63 226 64
2025/3/6 13:30:38 23.75 228 61
2025/3/6 13:30:39 23.41 228 64
2025/3/6 13:30:40 23.57 228 62
2025/3/6 13:30:41 23.71 228 62
2025/3/6 13:30:42 23.57 226 64
2025/3/6 13:30:43 23.53 226 64
2025/3/6 13:30:44 23.47 226 63
2025/3/6 13:30:45 23.59 226 64
2025/3/6 13:30:47 23.81 226 64
2025/3/6 13:30:48 23.65 226 63
2025/3/6 13:30:49 23.75 226 64
2025/3/6 13:30:50 23.65 227 62
2025/3/6 13:30:51 23.57 227 63
2025/3/6 13:30:52 23.79 227 63
2025/3/6 13:30:53 23.59 227 64
2025/3/6 13:30:54 23.71 227 61
2025/3/6 13:30:55 23.63 227 63
2025/3/6 13:30:56 23.79 227 63
2025/3/6 13:30:57 23.65 227 64
2025/3/6 13:30:58 23.65 227 64
2025/3/6 13:30:59 23.45 227 62
2025/3/6 13:31:0 23.59 227 62
2025/3/6 13:31:1 23.75 227 63
2025/3/6 13:31:2 23.63 227 63
2025/3/6 13:31:3 23.65 227 60
2025/3/6 13:31:4 23.75 227 63
2025/3/6 13:31:5 23.47 227 64
2025/3/6 13:31:6 23.53 227 62
2025/3/6 13:31:8 23.45 227 64
2025/3/6 13:31:9 23.57 227 64
2025/3/6 13:31:10 23.23 227 65
2025/3/6 13:31:11 23.35 227 61
2025/3/6 13:31:12 23.79 227 61
2025/3/6 13:31:13 23.47 227 64
2025/3/6 13:31:14 23.79 227 62
2025/3/6 13:31:15 23.51 227 62
2025/3/6 13:31:16 23.47 227 64
2025/3/6 13:31:17 23.45 227 63
2025/3/6 13:31:18 23.51 227 63
2025/3/6 13:31:19 23.51 227 63
2025/3/6 13:31:20 23.47 227 64
2025/3/6 13:31:21 23.45 228 63
2025/3/6 13:31:22 23.53 228 63
2025/3/6 13:31:23 23.35 228 63
2025/3/6 13:31:24 23.39 228 67
2025/3/6 13:31:25 23.59 228 61
2025/3/6 13:31:26 23.39 228 63
2025/3/6 13:31:28 23.27 228 62
2025/3/6 13:31:29 23.41 228 61
2025/3/6 13:31:30 23.41 228 62
2025/3/6 13:31:31 23.29 226 65
2025/3/6 13:31:32 23.65 229 64
2025/3/6 13:31:33 23.51 229 62
2025/3/6 13:31:34 23.45 229 64
2025/3/6 13:31:35 23.57 229 64
2025/3/6 13:31:36 23.29 227 61
2025/3/6 13:31:37 23.17 227 62
2025/3/6 13:31:38 23.65 227 62
2025/3/6 13:31:39 23.63 227 63
2025/3/6 13:31:40 23.65 227 61
2025/3/6 13:31:41 23.79 227 64
2025/3/6 13:31:42 23.53 228 65
2025/3/6 13:31:43 23.39 228 63
2025/3/6 13:31:44 23.57 228 63
2025/3/6 13:31:45 23.57 228 62
2025/3/6 13:31:46 23.51 228 63
2025/3/6 13:31:47 23.45 228 64
2025/3/6 13:31:49 23.75 228 64
2025/3/6 13:31:50 23.47 228 63
2025/3/6 13:31:51 23.59 228 62
2025/3/6 13:31:52 23.33 228 63
2025/3/6 13:31:53 23.71 228 61
2025/3/6 13:31:54 23.53 228 62
2025/3/6 13:31:55 23.71 228 62
2025/3/6 13:31:56 23.57 228 64
2025/3/6 13:31:57 23.57 228 65
2025/3/6 13:31:58 23.71 228 64
2025/3/6 13:31:59 23.51 228 63
2025/3/6 13:32:0 23.53 228 60
2025/3/6 13:32:1 23.69 228 60
2025/3/6 13:32:2 23.51 228 65
2025/3/6 13:32:3 23.53 228 64
2025/3/6 13:32:4 23.45 228 64
2025/3/6 13:32:5 23.39 228 61
2025/3/6 13:32:6 23.75 228 62
2025/3/6 13:32:7 23.53 228 65
2025/3/6 13:32:9 23.59 228 62
2025/3/6 13:32:10 23.57 228 64
2025/3/6 13:32:11 23.53 228 64
2025/3/6 13:32:12 23.23 228 61
2025/3/6 13:32:13 23.41 228 62
2025/3/6 13:32:14 23.51 228 63
2025/3/6 13:32:15 23.29 228 58
2025/3/6 13:32:16 23.57 228 62
2025/3/6 13:32:17 23.57 228 64
2025/3/6 13:32:18 23.53 225 63
2025/3/6 13:32:19 23.47 228 63
2025/3/6 13:32:20 23.23 228 61
2025/3/6 13:32:21 23.47 228 62
2025/3/6 13:32:22 23.57 228 62
2025/3/6 13:32:23 23.41 228 62
2025/3/6 13:32:24 23.47 228 64
2025/3/6 13:32:25 23.53 228 62
2025/3/6 13:32:26 23.53 228 63
2025/3/6 13:32:27 23.29 228 63
2025/3/6 13:32:28 23.39 228 63
2025/3/6 13:32:30 23.71 228 61
2025/3/6 13:32:31 23.39 228 62
2025/3/6 13:32:32 23.63 228 63
2025/3/6 13:32:33 23.39 228 61
2025/3/6 13:32:34 23.51 228 64
2025/3/6 13:32:35 23.57 228 64
2025/3/6 13:32:36 23.35 228 63
2025/3/6 13:32:37 23.51 228 64
2025/3/6 13:32:38 23.39 228 62
2025/3/6 13:32:39 23.75 228 64
2025/3/6 13:32:40 23.57 228 62
2025/3/6 13:32:41 23.45 228 64
2025/3/6 13:32:42 23.51 228 62
2025/3/6 13:32:43 23.51 228 64
2025/3/6 13:32:44 23.53 228 63
2025/3/6 13:32:45 23.59 228 63
2025/3/6 13:32:46 23.53 226 63
2025/3/6 13:32:47 23.57 226 65
2025/3/6 13:32:48 23.41 226 64
2025/3/6 13:32:49 23.59 229 64
2025/3/6 13:32:51 23.51 229 62
2025/3/6 13:32:52 23.51 229 64
2025/3/6 13:32:53 23.41 229 60
2025/3/6 13:32:54 23.53 226 67
2025/3/6 13:32:55 23.63 226 63
2025/3/6 13:32:56 23.27 228 64
2025/3/6 13:32:57 23.27 228 63
2025/3/6 13:32:58 23.45 228 63
2025/3/6 13:32:59 23.45 228 61
2025/3/6 13:33:0 23.57 228 62
2025/3/6 13:33:1 23.65 228 62
2025/3/6 13:33:2 23.35 228 63
2025/3/6 13:33:3 23.33 228 61
2025/3/6 13:33:4 23.47 228 65
2025/3/6 13:33:5 23.65 228 62
2025/3/6 13:33:6 23.53 228 62
2025/3/6 13:33:7 23.33 228 61
2025/3/6 13:33:8 23.39 226 62
2025/3/6 13:33:9 23.57 226 65
2025/3/6 13:33:11 23.51 226 65
2025/3/6 13:33:12 23.21 226 60
2025/3/6 13:33:13 23.41 227 61
2025/3/6 13:33:14 23.39 228 64
2025/3/6 13:33:15 23.63 228 64
2025/3/6 13:33:16 23.39 230 62
2025/3/6 13:33:17 23.47 230 64
2025/3/6 13:33:18 23.53 230 63
2025/3/6 13:33:19 23.57 230 65
2025/3/6 13:33:20 23.51 227 64
2025/3/6 13:33:21 23.53 227 64
2025/3/6 13:33:22 23.47 227 62
2025/3/6 13:33:23 23.51 227 63
2025/3/6 13:33:24 23.39 227 64
2025/3/6 13:33:25 23.39 227 63
2025/3/6 13:33:26 23.53 227 60
2025/3/6 13:33:27 23.35 228 63
2025/3/6 13:33:28 23.35 228 62
2025/3/6 13:33:29 23.39 228 60
2025/3/6 13:33:30 23.35 228 64
2025/3/6 13:33:32 23.53 228 64
2025/3/6 13:33:33 23.35 228 64
2025/3/6 13:33:34 23.35 228 61
2025/3/6 13:33:35 23.39 228 64
2025/3/6 13:33:36 23.39 228 64
2025/3/6 13:33:37 23.41 228 62
2025/3/6 13:33:38 23.29 228 66
2025/3/6 13:33:39 23.29 228 62
2025/3/6 13:33:40 23.59 228 63
2025/3/6 13:33:41 23.29 228 63
2025/3/6 13:33:42 23.39 228 62
2025/3/6 13:33:43 23.33 228 63
2025/3/6 13:33:44 23.41 228 64
2025/3/6 13:33:45 23.33 228 63
2025/3/6 13:33:46 23.53 228 64
2025/3/6 13:33:47 23.51 231 63
2025/3/6 13:33:48 23.45 231 64
2025/3/6 13:33:49 23.69 228 64
2025/3/6 13:33:50 23.47 229 63
2025/3/6 13:33:52 23.53 229 66
2025/3/6 13:33:53 23.59 229 64
2025/3/6 13:33:54 23.45 229 63
2025/3/6 13:33:55 23.35 229 64
2025/3/6 13:33:56 23.33 229 64
2025/3/6 13:33:57 23.51 227 62
2025/3/6 13:33:58 23.35 227 64
2025/3/6 13:33:59 23.57 227 61
2025/3/6 13:34:0 23.35 227 63
2025/3/6 13:34:1 23.57 227 63
2025/3/6 13:34:2 23.29 227 62
2025/3/6 13:34:3 23.51 229 65
2025/3/6 13:34:4 23.29 229 64
2025/3/6 13:34:5 23.65 229 63
2025/3/6 13:34:6 23.57 229 65
2025/3/6 13:34:7 23.47 227 62
2025/3/6 13:34:8 23.51 227 65
2025/3/6 13:34:9 23.45 227 62
2025/3/6 13:34:10 23.29 227 61
2025/3/6 13:34:11 23.51 227 63
2025/3/6 13:34:13 23.41 227 61
2025/3/6 13:34:14 23.23 227 62
2025/3/6 13:34:15 23.11 227 64
2025/3/6 13:34:16 23.29 227 62
2025/3/6 13:34:17 23.41 227 64
2025/3/6 13:34:18 23.29 227 63
2025/3/6 13:34:19 23.39 227 60
2025/3/6 13:34:20 23.35 227 64
2025/3/6 13:34:21 23.53 227 61
2025/3/6 13:34:22 23.35 228 65
2025/3/6 13:34:23 23.21 228 66
2025/3/6 13:34:24 23.39 228 65
2025/3/6 13:34:25 23.29 228 65
2025/3/6 13:34:26 23.33 228 63
2025/3/6 13:34:27 23.45 228 64
2025/3/6 13:34:28 23.41 228 66
2025/3/6 13:34:29 23.39 228 61
2025/3/6 13:34:30 23.47 228 65
2025/3/6 13:34:31 23.33 228 63
2025/3/6 13:34:32 23.27 228 65
2025/3/6 13:34:34 23.39 228 65
2025/3/6 13:34:35 23.27 228 63
2025/3/6 13:34:36 23.27 228 66
2025/3/6 13:34:37 23.51 228 64
2025/3/6 13:34:38 23.29 228 63
2025/3/6 13:34:39 23.29 228 65
2025/3/6 13:34:40 23.39 228 63
2025/3/6 13:34:41 23.51 228 66
2025/3/6 13:34:42 23.41 228 63
2025/3/6 13:34:43 23.29 228 64
2025/3/6 13:34:44 23.27 228 63
2025/3/6 13:34:45 23.23 228 63
2025/3/6 13:34:46 23.03 228 64
2025/3/6 13:34:47 23.29 228 65
2025/3/6 13:34:48 23.51 228 64
2025/3/6 13:34:49 23.15 228 62
2025/3/6 13:34:50 23.33 228 62
2025/3/6 13:34:51 23.33 228 64
2025/3/6 13:34:52 23.41 228 64
2025/3/6 13:34:54 23.39 228 65
2025/3/6 13:34:55 23.33 228 62
2025/3/6 13:34:56 23.29 228 60
2025/3/6 13:34:57 23.29 228 64
2025/3/6 13:34:58 23.41 228 63
2025/3/6 13:34:59 23.39 228 62
2025/3/6 13:35:0 23.35 228 64
2025/3/6 13:35:1 23.39 228 61
2025/3/6 13:35:2 23.57 228 65
2025/3/6 13:35:3 23.65 228 66
2025/3/6 13:35:4 23.17 228 61
2025/3/6 13:35:5 23.39 228 65
2025/3/6 13:35:6 23.29 228 64
2025/3/6 13:35:7 23.29 228 64
2025/3/6 13:35:8 23.35 228 64
2025/3/6 13:35:9 23.47 228 65
2025/3/6 13:35:10 23.27 228 64
2025/3/6 13:35:11 23.39 228 66
2025/3/6 13:35:12 23.45 228 61
2025/3/6 13:35:13 23.45 228 65
2025/3/6 13:35:15 23.35 228 64
