Fecha Hora Temperatura Distancia Laser_pequeño
2025/1/22 14:47:19 21.39 613 38
2025/1/22 14:47:20 21.45 613 35
2025/1/22 14:47:21 21.43 613 37
2025/1/22 14:47:22 21.33 613 39
2025/1/22 14:47:23 21.33 613 40
2025/1/22 14:47:24 21.63 613 38
2025/1/22 14:47:25 21.57 613 41
2025/1/22 14:47:26 21.37 613 38
2025/1/22 14:47:27 21.39 613 38
2025/1/22 14:47:28 21.33 613 39
2025/1/22 14:47:29 21.45 613 37
2025/1/22 14:47:30 21.43 613 39
2025/1/22 14:47:31 21.51 613 39
2025/1/22 14:47:32 21.45 613 38
2025/1/22 14:47:33 21.29 613 36
2025/1/22 14:47:34 21.33 613 38
2025/1/22 14:47:36 21.39 613 38
2025/1/22 14:47:37 21.51 613 37
2025/1/22 14:47:38 21.45 613 38
2025/1/22 14:47:39 21.29 613 38
2025/1/22 14:47:40 21.29 613 36
2025/1/22 14:47:41 21.39 613 38
2025/1/22 14:47:42 21.33 613 34
2025/1/22 14:47:43 21.55 613 37
2025/1/22 14:47:44 21.27 613 40
2025/1/22 14:47:45 21.45 613 38
2025/1/22 14:47:46 21.55 613 39
2025/1/22 14:47:47 21.55 613 37
2025/1/22 14:47:48 21.51 613 37
2025/1/22 14:47:49 21.43 613 41
2025/1/22 14:47:50 21.43 613 37
2025/1/22 14:47:51 21.17 613 37
2025/1/22 14:47:52 21.33 613 38
2025/1/22 14:47:53 21.61 613 38
2025/1/22 14:47:54 21.39 613 40
2025/1/22 14:47:55 21.43 613 40
2025/1/22 14:47:57 21.29 613 38
2025/1/22 14:47:58 21.45 613 34
2025/1/22 14:47:59 21.51 613 37
2025/1/22 14:48:0 21.51 613 38
2025/1/22 14:48:1 21.43 613 36
2025/1/22 14:48:2 21.39 613 38
2025/1/22 14:48:3 21.63 613 38
2025/1/22 14:48:4 21.51 613 35
2025/1/22 14:48:5 21.43 613 39
2025/1/22 14:48:6 21.39 613 37
2025/1/22 14:48:7 21.43 613 41
2025/1/22 14:48:8 21.57 613 35
2025/1/22 14:48:9 21.23 613 36
2025/1/22 14:48:10 21.61 613 36
2025/1/22 14:48:11 21.39 613 39
2025/1/22 14:48:12 21.27 613 38
2025/1/22 14:48:13 21.55 613 40
2025/1/22 14:48:14 21.61 613 36
2025/1/22 14:48:15 21.39 613 39
2025/1/22 14:48:16 21.57 613 36
2025/1/22 14:48:18 21.57 613 39
2025/1/22 14:48:19 21.43 613 37
2025/1/22 14:48:20 21.49 613 39
2025/1/22 14:48:21 21.43 613 36
2025/1/22 14:48:22 21.49 613 37
2025/1/22 14:48:23 21.37 613 37
2025/1/22 14:48:24 21.43 613 38
2025/1/22 14:48:25 21.57 613 36
2025/1/22 14:48:26 21.49 613 37
2025/1/22 14:48:27 21.51 613 38
2025/1/22 14:48:28 21.33 613 38
2025/1/22 14:48:29 21.45 613 37
2025/1/22 14:48:30 21.43 613 39
2025/1/22 14:48:31 21.39 613 40
2025/1/22 14:48:32 21.39 613 39
2025/1/22 14:48:33 21.27 613 37
2025/1/22 14:48:34 21.43 613 39
2025/1/22 14:48:35 21.37 613 41
2025/1/22 14:48:36 21.39 613 38
2025/1/22 14:48:37 21.55 613 35
2025/1/22 14:48:39 21.27 613 39
2025/1/22 14:48:40 21.43 613 39
2025/1/22 14:48:41 21.27 613 39
2025/1/22 14:48:42 21.45 613 39
2025/1/22 14:48:43 21.51 613 36
2025/1/22 14:48:44 21.29 613 35
2025/1/22 14:48:45 21.21 613 39
2025/1/22 14:48:46 21.39 613 40
2025/1/22 14:48:47 21.37 613 38
2025/1/22 14:48:48 21.61 613 39
2025/1/22 14:48:49 21.29 613 37
2025/1/22 14:48:50 21.43 613 38
2025/1/22 14:48:51 21.45 613 36
2025/1/22 14:48:52 21.45 613 38
2025/1/22 14:48:53 21.29 613 36
2025/1/22 14:48:54 21.49 613 37
2025/1/22 14:48:55 21.27 613 37
2025/1/22 14:48:56 21.27 613 38
2025/1/22 14:48:57 21.29 613 39
2025/1/22 14:48:58 21.37 613 39
2025/1/22 14:49:0 21.51 613 40
2025/1/22 14:49:1 21.45 613 39
2025/1/22 14:49:2 21.55 613 37
2025/1/22 14:49:3 21.45 613 35
2025/1/22 14:49:4 21.45 613 40
2025/1/22 14:49:5 21.45 613 39
2025/1/22 14:49:6 21.29 613 36
2025/1/22 14:49:7 21.57 613 38
2025/1/22 14:49:8 21.29 613 36
2025/1/22 14:49:9 21.51 613 37
2025/1/22 14:49:10 21.45 613 36
2025/1/22 14:49:11 21.23 613 38
2025/1/22 14:49:12 21.29 613 38
2025/1/22 14:49:13 21.33 613 36
2025/1/22 14:49:14 21.43 613 36
2025/1/22 14:49:15 21.39 613 36
2025/1/22 14:49:16 21.45 613 38
2025/1/22 14:49:17 21.33 613 38
2025/1/22 14:49:18 21.45 613 38
2025/1/22 14:49:19 21.37 613 38
2025/1/22 14:49:21 21.49 613 37
2025/1/22 14:49:22 21.45 613 39
2025/1/22 14:49:23 21.37 613 37
2025/1/22 14:49:24 21.17 613 38
2025/1/22 14:49:25 21.45 613 37
2025/1/22 14:49:26 21.51 613 38
2025/1/22 14:49:27 21.51 613 36
2025/1/22 14:49:28 21.37 613 40
2025/1/22 14:49:29 21.39 613 37
2025/1/22 14:49:30 21.49 613 37
2025/1/22 14:49:31 21.43 614 38
2025/1/22 14:49:32 21.45 614 38
2025/1/22 14:49:33 21.39 614 37
2025/1/22 14:49:34 21.27 614 40
2025/1/22 14:49:35 21.27 614 36
2025/1/22 14:49:36 21.49 614 34
2025/1/22 14:49:37 21.43 614 40
2025/1/22 14:49:38 21.37 614 39
2025/1/22 14:49:39 21.33 614 39
2025/1/22 14:49:40 21.37 614 38
2025/1/22 14:49:42 21.49 614 38
2025/1/22 14:49:43 21.27 614 37
2025/1/22 14:49:44 21.49 614 38
2025/1/22 14:49:45 21.27 614 37
2025/1/22 14:49:46 21.45 614 40
2025/1/22 14:49:47 21.37 614 36
2025/1/22 14:49:48 21.43 614 37
2025/1/22 14:49:49 21.57 614 37
2025/1/22 14:49:50 21.49 614 38
2025/1/22 14:49:51 21.23 614 36
2025/1/22 14:49:52 21.43 614 38
2025/1/22 14:49:53 21.39 614 38
2025/1/22 14:49:54 21.39 614 39
2025/1/22 14:49:55 21.43 614 38
2025/1/22 14:49:56 21.45 614 37
2025/1/22 14:49:57 21.51 614 37
2025/1/22 14:49:58 21.27 614 38
2025/1/22 14:49:59 21.49 614 38
2025/1/22 14:50:0 21.29 614 35
2025/1/22 14:50:1 21.39 614 38
2025/1/22 14:50:3 21.39 614 37
2025/1/22 14:50:4 21.23 614 41
2025/1/22 14:50:5 21.37 614 39
2025/1/22 14:50:6 21.29 614 38
2025/1/22 14:50:7 21.39 614 38
2025/1/22 14:50:8 21.43 614 35
2025/1/22 14:50:9 21.23 614 37
2025/1/22 14:50:10 21.45 614 38
2025/1/22 14:50:11 21.43 614 38
2025/1/22 14:50:12 21.11 614 39
2025/1/22 14:50:13 21.39 614 38
2025/1/22 14:50:14 21.17 614 37
2025/1/22 14:50:15 21.23 614 38
2025/1/22 14:50:16 21.27 614 37
2025/1/22 14:50:17 21.29 614 36
2025/1/22 14:50:18 21.29 614 36
2025/1/22 14:50:19 21.23 614 38
2025/1/22 14:50:20 21.37 614 40
2025/1/22 14:50:21 21.39 614 37
2025/1/22 14:50:22 21.55 614 39
2025/1/22 14:50:24 21.39 612 37
2025/1/22 14:47:24 nan 137 58
2025/1/22 14:47:25 nan 137 59
2025/1/22 14:47:26 nan 137 59
2025/1/22 14:47:27 nan 137 61
2025/1/22 14:47:28 nan 137 61
2025/1/22 14:47:29 nan 144 196
2025/1/22 14:47:31 nan 144 231
2025/1/22 14:47:32 nan 144 136
2025/1/22 14:47:33 nan 144 80
2025/1/22 14:47:34 nan 144 82
2025/1/22 14:47:35 nan 144 300
2025/1/22 14:47:36 nan 144 311
2025/1/22 14:47:37 nan 144 221
2025/1/22 14:47:38 nan 144 216
2025/1/22 14:47:39 nan 144 59
2025/1/22 14:47:40 nan 116 52
2025/1/22 14:47:41 nan 116 56
2025/1/22 14:47:42 nan 138 54
2025/1/22 14:47:43 nan 138 52
2025/1/22 14:47:44 nan 138 50
2025/1/22 14:47:45 nan 138 52
2025/1/22 14:47:46 nan 140 54
2025/1/22 14:47:47 nan 140 53
2025/1/22 14:47:48 nan 140 50
2025/1/22 14:47:49 nan 140 53
2025/1/22 14:47:50 nan 140 53
2025/1/22 14:47:52 nan 140 53
2025/1/22 14:47:53 nan 140 54
2025/1/22 14:47:54 nan 140 53
2025/1/22 14:47:55 nan 140 52
2025/1/22 14:47:56 nan 140 52
2025/1/22 14:47:57 nan 140 52
2025/1/22 14:47:58 nan 140 54
2025/1/22 14:47:59 nan 140 54
2025/1/22 14:48:0 nan 140 50
2025/1/22 14:48:1 nan 140 53
2025/1/22 14:48:2 nan 140 54
2025/1/22 14:48:3 nan 140 52
2025/1/22 14:48:4 nan 140 55
2025/1/22 14:48:5 nan 140 52
2025/1/22 14:48:6 nan 140 50
2025/1/22 14:48:7 nan 140 52
2025/1/22 14:48:8 nan 140 52
2025/1/22 14:48:9 nan 140 52
2025/1/22 14:48:10 nan 140 52
2025/1/22 14:48:11 nan 140 53
2025/1/22 14:48:13 nan 140 52
2025/1/22 14:48:14 nan 140 51
2025/1/22 14:48:15 nan 140 51
2025/1/22 14:48:16 nan 140 52
2025/1/22 14:48:17 nan 140 50
2025/1/22 14:48:18 nan 140 51
2025/1/22 14:48:19 nan 140 53
2025/1/22 14:48:20 nan 140 52
2025/1/22 14:48:21 nan 140 52
2025/1/22 14:48:22 nan 140 51
2025/1/22 14:48:23 nan 140 50
2025/1/22 14:48:24 nan 140 52
2025/1/22 14:48:25 nan 140 51
2025/1/22 14:48:26 nan 140 52
2025/1/22 14:48:27 nan 140 52
2025/1/22 14:48:28 nan 140 54
2025/1/22 14:48:29 nan 140 54
2025/1/22 14:48:30 nan 140 51
2025/1/22 14:48:31 nan 140 53
2025/1/22 14:48:32 nan 140 49
2025/1/22 14:48:34 nan 140 51
2025/1/22 14:48:35 nan 140 53
2025/1/22 14:48:36 nan 140 53
2025/1/22 14:48:37 nan 140 50
2025/1/22 14:48:38 nan 140 49
2025/1/22 14:48:39 nan 140 52
2025/1/22 14:48:40 nan 140 51
2025/1/22 14:48:41 nan 140 49
2025/1/22 14:48:42 nan 140 49
2025/1/22 14:48:43 nan 140 53
2025/1/22 14:48:44 nan 140 54
2025/1/22 14:48:45 nan 140 56
2025/1/22 14:48:46 nan 197 54
2025/1/22 14:48:47 nan 197 55
2025/1/22 14:48:48 nan 202 59
2025/1/22 14:48:49 nan 202 60
2025/1/22 14:48:50 nan 194 60
2025/1/22 14:48:51 nan 194 8190
2025/1/22 14:48:52 nan 194 219
2025/1/22 14:48:58 nan 2647 99
2025/1/22 14:48:59 nan 2649 95
2025/1/22 14:49:0 nan 2649 101
2025/1/22 14:49:1 nan 2649 8191
2025/1/22 14:49:2 nan 343 8191
2025/1/22 14:49:3 nan 343 8191
2025/1/22 14:49:4 nan 344 8190
2025/1/22 14:49:5 nan 344 8191
2025/1/22 14:49:6 nan 345 8191
2025/1/22 14:49:7 nan 345 8191
2025/1/22 14:49:8 nan 345 8190
2025/1/22 14:49:9 nan 345 8191
2025/1/22 14:49:10 nan 345 8191
2025/1/22 14:49:11 nan 345 8191
2025/1/22 14:49:12 nan 345 8191
2025/1/22 14:49:13 nan 345 8191
2025/1/22 14:49:14 nan 345 8190
2025/1/22 14:49:16 nan 343 8191
2025/1/22 14:49:17 nan 343 8191
2025/1/22 14:49:18 nan 343 8191
2025/1/22 14:49:19 nan 482 8190
2025/1/22 14:49:20 nan 482 53
2025/1/22 14:49:21 nan 2650 74
2025/1/22 14:49:22 nan 2650 71
2025/1/22 14:49:23 nan 2650 74
2025/1/22 14:49:24 nan 233 72
2025/1/22 14:49:25 nan 226 69
2025/1/22 14:49:26 nan 226 69
2025/1/22 14:49:27 nan 227 70
2025/1/22 14:49:28 nan 227 72
2025/1/22 14:49:29 nan 225 68
2025/1/22 14:49:30 nan 225 71
2025/1/22 14:49:31 nan 225 70
2025/1/22 14:49:32 nan 225 69
2025/1/22 14:49:33 nan 225 70
2025/1/22 14:49:34 nan 226 69
2025/1/22 14:49:35 nan 226 68
2025/1/22 14:49:36 nan 228 71
2025/1/22 14:49:38 nan 228 67
2025/1/22 14:49:39 nan 225 68
2025/1/22 14:49:40 nan 225 70
2025/1/22 14:49:41 nan 227 69
2025/1/22 14:49:42 nan 227 67
2025/1/22 14:49:43 nan 227 68
2025/1/22 14:49:44 nan 227 69
2025/1/22 14:49:45 nan 227 66
2025/1/22 14:49:46 nan 227 67
2025/1/22 14:49:47 nan 227 70
2025/1/22 14:49:48 nan 227 64
2025/1/22 14:49:49 nan 227 66
2025/1/22 14:49:50 nan 225 65
2025/1/22 14:49:51 nan 225 65
2025/1/22 14:49:52 nan 225 61
2025/1/22 14:49:53 nan 225 64
2025/1/22 14:49:54 nan 225 64
2025/1/22 14:49:55 nan 225 64
2025/1/22 14:49:56 nan 225 68
2025/1/22 14:49:57 nan 225 66
2025/1/22 14:49:59 nan 225 66
2025/1/22 14:50:0 nan 225 66
2025/1/22 14:50:1 nan 225 62
2025/1/22 14:50:2 nan 225 63
2025/1/22 14:50:3 nan 225 64
2025/1/22 14:50:4 nan 225 63
2025/1/22 14:50:5 nan 225 64
2025/1/22 14:50:6 nan 225 62
2025/1/22 14:50:7 nan 225 65
2025/1/22 14:50:8 nan 225 64
2025/1/22 14:50:9 nan 225 65
2025/1/22 14:50:10 nan 225 64
2025/1/22 14:50:11 nan 225 63
2025/1/22 14:50:12 nan 225 62
2025/1/22 14:50:13 nan 225 64
2025/1/22 14:50:14 nan 225 64
